Latitude,Longitude,Elevation,Slope,Aspect,Curvature,TWI,SPI,DTR,Soil_Type,NDVI,LULC,Rainfall,Flood_Class
18.52276688433412,102.6215153116476,0,0,0,1,4,0,1,4,0,80,0,1
18.538396033526443,102.6298716670218,0,0,0,1,4,4,0,4,0,80,0,1
18.549717691101144,103.1152314393862,0,2,2,0,3,4,0,4,2,10,2,1
18.47398877791047,102.59214321300855,0,1,0,0,1,1,1,4,3,10,0,1
18.52114823065171,102.7538391354086,0,0,0,0,4,3,0,4,2,10,1,1
18.544059091864323,102.65385717158829,0,0,0,1,4,0,0,4,0,80,0,1
18.63164475475611,102.90475741056252,1,1,4,2,2,0,3,4,3,10,1,1
18.72273081197485,103.12250869230542,4,4,4,0,0,2,1,4,1,10,2,1
18.673685159487995,103.07022573245376,0,1,1,2,1,0,0,4,4,10,2,1
18.57424274689509,102.94598625890264,2,2,4,0,1,1,0,4,1,10,1,1
18.51980158213357,102.80989449475148,2,1,2,2,1,1,3,4,2,10,1,1
18.64700189878417,102.83441955054543,1,1,1,2,3,4,1,4,1,10,1,1
18.53786094140004,102.58917791080805,0,0,0,1,4,0,1,4,0,80,0,1
18.546752388900604,102.99961586727244,0,0,0,2,4,4,1,4,0,40,1,1
18.53219788306216,103.12466243811424,1,1,3,2,3,2,2,4,2,10,2,1
18.59418384680611,102.8751133067592,0,2,2,2,1,1,2,4,1,10,1,1
18.43329502169673,102.69751623000252,3,0,3,0,3,0,3,4,2,10,0,1
18.67233851096985,103.0758843316906,0,0,1,2,2,0,3,4,4,10,2,1
18.48854328374892,102.62825301333936,0,0,0,1,4,0,1,4,1,10,0,1
18.60010999210613,102.91391640412628,1,1,4,2,3,3,2,4,4,10,1,1
18.57666403876712,102.84439010050096,1,1,2,2,1,1,0,4,3,10,1,1
18.424938666322564,102.6832292702273,2,0,4,2,2,0,1,4,3,10,0,1
18.671798959742382,102.8298355946625,3,1,3,0,3,3,4,4,1,10,1,1
18.51306388044182,102.57920736085252,0,0,0,1,4,1,3,4,0,80,0,1
18.42979016826872,102.72473458283278,2,2,0,2,1,3,0,4,4,10,0,1
18.660209756104475,102.9031387568801,3,4,2,2,1,3,4,4,2,10,1,1
18.455122321353343,102.67271916904434,0,1,4,0,2,1,1,4,2,10,0,1
18.661288858559413,102.90987645857184,2,3,1,2,2,4,2,4,1,10,1,1
18.604961494052283,102.99395726803564,0,1,1,0,4,4,0,4,1,10,1,1
18.537321390172565,102.65493627404318,0,0,0,1,4,0,0,4,0,80,0,1
18.667754555086912,102.93952056237517,3,0,2,0,3,0,1,4,1,10,1,1
18.57801514638631,102.88804915891524,1,0,2,2,3,0,0,4,1,10,1,1
18.53974714114564,103.13086058857851,0,1,4,2,1,1,1,4,1,10,2,1
18.63191230081932,102.94032765966584,1,0,4,0,3,0,0,4,1,10,1,1
18.68473481189843,102.88373720819656,4,0,4,0,2,0,4,4,1,10,1,1
18.45566187258081,102.71557113016794,2,1,3,0,3,2,1,4,1,10,0,1
18.596877143842388,102.92631716415592,2,2,2,2,1,1,2,4,3,10,1,1
18.580168892195125,102.90637160514385,1,0,1,0,2,0,4,4,2,10,1,1
18.561034889574785,102.78105748823884,0,0,3,2,4,0,4,4,1,10,1,1
18.67368515948799,102.8101620408147,4,2,2,2,0,1,3,4,1,10,1,1
18.525999732597867,103.03896297496809,1,1,0,2,3,2,3,4,2,10,2,1
18.50605863268685,102.70128862949376,1,1,4,0,3,2,4,4,3,10,0,1
18.5206131385253,102.8610983521482,2,1,4,0,1,0,1,4,2,10,1,1
18.587713691177555,102.87376219914,1,2,2,2,1,1,2,4,3,10,1,1
18.637031348828668,102.816360191279,1,2,1,0,3,4,2,4,3,10,1,1
18.5629210893204,102.68592702636464,0,0,0,1,4,0,3,4,0,80,0,1
18.600921548497865,102.93035710971034,2,1,0,0,2,0,4,4,2,10,1,1
18.67125940851492,103.01282372459276,2,3,2,0,1,3,1,4,3,10,2,1
18.531930336998947,103.11819674158674,1,3,0,2,0,2,1,4,3,10,2,1
18.59202564189624,103.09609743676586,1,3,1,2,0,2,1,4,3,10,2,1
18.59633759261492,102.98614492299,1,3,0,0,0,2,3,4,4,10,1,1
18.67826465626988,102.91526751174548,3,0,4,2,4,0,1,4,2,10,1,1
18.623555945445155,102.85490020168392,0,0,2,2,4,2,2,4,1,10,1,1
18.579089789740188,102.9632340617774,2,1,3,2,2,0,4,4,3,10,1,1
18.68176950969789,102.8195974986438,4,2,1,2,2,3,4,4,0,10,1,1
18.51306388044182,102.66975832594484,0,0,0,1,4,0,0,4,0,80,0,1
18.473181680619803,102.63310451528552,0,0,0,1,4,0,0,4,0,80,0,1
18.57828269244952,102.8195974986438,0,4,2,0,3,4,0,4,3,10,1,1
18.60172864578854,102.7861765362482,1,2,1,0,1,1,2,6,0,40,1,1
18.718690866420424,103.12843483760544,4,1,1,0,2,0,4,4,2,10,2,1
18.523306435561587,102.82929604343502,1,1,0,2,3,1,4,4,3,10,1,1
18.558069587374245,103.04785888156968,0,1,4,0,2,1,0,4,1,10,2,1
18.49986048222257,102.65897621959762,0,0,0,1,4,0,3,4,0,80,0,1
18.48746418129399,102.744943228807,3,0,1,2,3,2,2,4,0,30,0,1
18.57504984418577,102.89666860125156,1,1,4,0,2,0,3,4,1,10,1,1
18.526539283825336,103.11280568841312,2,4,4,2,1,4,3,4,1,10,2,1
18.648081001239103,103.1090332889219,0,3,3,2,1,3,4,4,4,10,2,1
18.581515540713266,103.10526088943068,0,4,4,0,1,4,3,4,3,10,2,1
18.51010303734233,102.99692257023617,1,1,0,0,3,3,0,4,1,10,1,1
18.54701993496381,102.7091009745394,0,0,0,0,4,0,4,4,0,80,0,1
18.63217984688252,102.91364885806308,1,1,0,2,1,0,2,4,4,10,1,1
18.61169919574404,102.79965193963172,2,1,3,0,1,1,4,6,2,10,1,1
18.557262490083573,103.0656417765708,0,0,2,0,3,0,2,4,1,10,2,1
18.53031168331655,102.8557072989746,1,2,4,2,3,3,1,4,2,10,1,1
18.70117105838144,103.09259258333783,2,2,3,0,1,1,4,4,4,10,2,1
18.55537629033797,102.6597833168883,0,1,4,2,1,1,0,4,0,10,0,1
18.48530597638412,102.73901708350697,3,1,0,2,3,2,0,4,1,30,0,1
18.48557798154837,102.67595647640913,0,0,2,0,4,2,0,4,0,10,0,1
18.54621283767314,102.88481185155042,0,2,2,0,2,3,2,4,1,10,1,1
18.526811288989588,102.7861765362482,0,1,3,0,2,0,4,4,1,10,1,1
18.680422861179743,102.97051131469662,4,1,1,2,1,1,4,4,0,10,1,1
18.57019834223962,103.03141817598562,0,0,4,2,3,0,2,4,0,40,2,1
18.537049385008302,102.5783958044608,0,0,0,1,4,4,1,4,0,80,0,1
18.65589780538579,103.10148848993948,0,2,3,0,0,1,1,4,2,10,2,1
18.650778757376443,102.85247445071086,1,3,3,0,0,2,3,4,1,10,1,1
18.448656624825848,102.71665023262288,2,1,2,2,3,3,0,4,3,10,0,1
18.59472339803357,102.85975170363008,0,2,4,2,1,3,3,4,1,10,1,1
18.54217289211872,102.86163790337568,0,0,4,0,4,3,1,4,0,30,1,1
18.682309060925352,103.00204161824551,3,4,3,2,0,3,4,7,1,10,2,1
18.621134653573133,103.01713567531144,1,3,1,2,1,3,3,4,4,10,2,1
18.608198801417085,102.84034569584549,0,1,3,0,2,0,0,4,0,40,1,1
18.56561884545773,102.6848479239097,0,0,0,1,4,0,0,4,0,80,0,1
18.6087338935435,103.03599767276752,2,2,0,2,1,1,4,4,3,10,2,1
18.6119712009083,102.87861370108614,0,1,1,0,2,0,3,4,2,10,1,1
18.520613138525302,102.66652101858006,0,0,0,1,4,0,3,4,0,80,0,1
18.580168892195125,102.79318624310424,0,2,0,0,1,1,2,4,1,10,1,1
18.581515540713266,102.90718316153556,1,1,4,2,2,0,4,4,2,10,1,1
18.46293912550004,102.63687691477674,0,0,0,1,4,0,0,4,0,80,0,1
18.535163185262693,102.6651743700619,0,0,0,1,4,0,0,4,0,80,0,1
18.583134194395665,102.9230798567911,1,1,2,0,2,2,1,4,1,10,1,1
18.58690659388688,103.13274678832414,1,4,2,2,2,4,2,4,3,10,2,1
18.65535825415833,102.88589095400538,1,2,3,2,3,4,0,4,1,10,1,1
18.59795624629733,102.8826581057416,1,3,4,0,0,2,3,4,4,10,1,1
18.427903968523108,102.66328817031628,1,1,3,0,3,1,1,4,3,10,0,1
18.663175058305026,103.10256313329334,0,3,3,0,4,4,1,4,3,10,2,1
18.57962934096766,102.95542171673176,2,2,3,0,0,1,4,4,1,10,1,1
18.54055423843631,103.10472133820322,0,0,3,2,4,4,1,4,0,40,2,1
18.58636704265941,103.02279427454827,0,0,2,0,4,4,1,4,0,10,2,1
18.496627633958816,102.6061537085185,0,0,1,2,3,0,4,4,0,80,0,1
18.67125940851492,102.86406365434874,2,0,3,0,4,2,1,4,1,10,1,1
18.604421942824818,102.97374416296036,1,3,2,0,0,2,0,4,3,10,1,1
18.447037971143445,102.63499071503114,0,0,0,1,4,0,0,4,0,80,0,1
18.68580945525231,103.0203685235752,4,2,4,0,1,1,4,4,2,10,2,1
18.603347299470936,102.84843004605536,0,0,4,2,4,4,0,4,3,10,1,1
18.60469394798908,102.81124114326964,0,0,2,2,3,1,1,4,1,10,1,1
18.593376749515432,102.94760491258506,2,3,2,0,2,3,3,4,4,10,1,1
18.70548300910012,103.11442434209552,2,2,1,2,2,2,2,4,3,10,2,1
18.651585854667115,103.11442434209552,1,2,1,2,2,2,4,4,4,10,2,1
18.56723304003908,102.6999419809756,0,0,3,0,3,0,1,7,0,80,0,1
18.561841986865463,103.11415233693128,3,3,3,2,0,2,4,4,2,10,2,1
18.55241098813742,102.79830529111358,0,1,2,0,3,3,0,4,2,10,1,1
18.51441052895996,103.0238733770032,1,2,3,2,3,3,1,4,2,10,2,1
18.49339032659401,102.5872917110624,0,0,0,1,4,0,2,4,0,80,0,1
18.53381653674456,102.691046074374,0,0,0,1,4,0,0,4,0,80,0,1
18.546752388900604,102.6856550212004,0,0,0,1,4,0,1,4,0,80,0,1
18.447309976307704,102.71179873067676,1,4,3,2,0,3,2,4,1,10,0,1
18.54863858864621,102.96080831080432,0,1,1,2,4,4,2,4,1,10,1,1
18.545673286445663,102.76920073853772,0,0,0,2,4,0,1,4,0,80,1,1
18.635684700310527,102.8201325907702,0,1,1,2,3,1,1,4,2,10,1,1
18.443805122879688,102.7446756827438,4,3,3,2,1,3,2,4,0,30,0,1
18.5206131385253,102.9818329722713,2,0,1,0,3,0,3,4,2,10,1,1
18.517108285097294,102.6352627201954,0,0,0,2,4,0,3,4,0,40,0,1
18.558881143765973,103.11631054184112,2,3,3,2,0,2,2,4,1,10,2,1
18.47587497765608,102.59591561249978,0,0,0,1,4,0,0,4,0,80,0,1
18.665868355341303,103.03195772721308,2,1,3,0,3,2,2,4,4,10,2,1
18.596877143842388,102.87026180481304,0,2,4,0,3,4,4,4,3,10,1,1
18.523306435561587,103.08585488164609,2,1,4,0,2,2,4,4,3,10,2,1
18.641615304711607,103.0279133225576,0,1,3,2,3,2,2,4,3,10,2,1
18.599302894815462,102.9683575688878,1,1,0,0,3,2,0,4,3,10,1,1
18.54001468720885,102.6428075191778,0,0,0,1,4,4,1,4,0,80,0,1
18.61439695188137,102.78887429238554,2,2,2,2,2,2,4,4,2,10,1,1
18.673145608260526,102.93547615771968,3,0,3,2,3,0,1,4,0,10,1,1
18.55214344207421,102.81528554792511,0,1,3,0,3,1,3,4,3,10,1,1
18.469676827191787,102.69563003025696,1,0,2,0,3,1,1,4,3,10,0,1
18.592837198287967,102.9621594184235,1,0,3,2,4,1,0,4,4,10,1,1
18.61008500116269,102.92254030556364,1,1,0,0,3,2,1,4,1,10,1,1
18.482880225411044,102.65816912230692,0,0,0,1,4,0,0,4,0,80,0,1
18.65832355635887,102.88211855451416,2,1,1,2,2,0,0,4,2,10,1,1
18.455122321353343,102.6228664192668,0,0,0,1,4,0,3,4,0,80,0,1
18.561034889574785,102.89128200717896,1,0,3,2,3,0,3,4,1,10,1,1
18.521959787043443,102.98317962078946,2,0,3,0,3,1,3,4,2,10,1,1
18.682309060925352,102.97886767007076,4,4,0,0,0,2,3,7,0,10,1,1
18.66910120360505,102.89909435222462,3,1,1,2,1,1,2,4,1,10,1,1
18.55133188568249,103.0516312810609,0,0,0,2,4,3,0,4,0,40,2,1
18.55160389084675,102.63553026625858,0,0,0,1,4,0,0,4,0,80,0,1
18.65697690784073,103.01174462213784,1,1,3,1,2,1,2,4,3,10,2,1
18.522499338270904,102.92038655975482,1,4,4,2,1,3,1,4,2,10,1,1
18.52977213208908,102.76596789027398,0,0,0,1,4,0,0,4,0,80,1,1
18.50012802828577,102.61316341537452,0,1,3,0,2,0,1,4,1,10,0,1
18.628679452555566,102.83414754538116,0,0,2,0,3,0,0,4,1,30,1,1
18.649160103694044,103.0580969775884,0,0,4,0,4,4,1,4,4,10,2,1
18.478300728629154,102.64765902112396,0,0,0,1,4,0,1,4,0,80,0,1
18.58933234485996,102.97132287108832,1,0,0,2,2,0,0,4,3,10,1,1
18.70844831130066,103.09986983625708,2,3,3,0,0,1,2,4,3,10,2,1
18.59472339803357,102.80261724183228,0,1,1,0,3,3,3,4,1,10,1,1
18.643769050520422,102.7942608864581,3,3,2,2,0,2,4,4,3,10,1,1
18.59633759261492,103.07103282974444,1,1,0,0,2,2,0,4,3,10,2,1
18.592837198287963,103.13193969103348,1,3,4,2,3,4,1,4,4,10,2,1
18.59445139286932,102.8522024455466,0,2,1,0,3,3,0,4,2,30,1,1
18.54701993496381,102.80234969576904,0,0,1,0,3,0,0,4,1,10,1,1
18.531930336998947,102.92604515899166,0,1,4,0,3,3,1,4,4,10,1,1
18.55160389084675,102.86190544943888,0,3,0,0,3,4,1,4,3,10,1,1
18.541361335726982,102.8492416024471,0,0,0,1,4,4,0,4,0,80,1,1
18.443805122879688,102.710987174285,1,2,3,2,3,4,2,4,4,10,0,1
18.61520404917205,102.92523806170098,1,0,0,2,4,1,2,4,4,10,1,1
18.572891639275905,102.89262865569714,1,2,3,2,0,1,3,4,2,10,1,1
18.55052478839182,102.84816249999216,0,1,0,0,1,1,2,4,2,10,1,1
18.57504984418577,103.07345858071751,0,0,3,2,2,0,2,4,1,10,2,1
18.420091623477475,102.71772487597676,2,0,0,2,3,1,0,4,4,10,0,1
18.47183057300061,102.63795601723166,0,0,0,1,4,0,0,4,0,80,0,1
18.514410528959964,102.80099858814988,1,0,1,0,4,0,0,4,1,10,1,1
18.6381104512836,102.87942525747788,1,1,4,2,2,0,1,4,1,10,1,1
18.648620552466568,103.10337468968508,0,2,2,2,3,3,4,4,4,10,2,1
18.504711984168715,102.58675215983496,0,0,0,1,4,1,2,4,0,80,0,1
18.73405246954954,103.08855263778342,4,3,3,2,0,2,4,7,3,10,2,1
18.598763343588,103.07022573245376,0,3,0,2,0,2,0,4,2,10,2,1
18.550257242328605,103.0661813277983,0,0,3,0,3,0,0,4,0,10,2,1
18.54648038373634,102.68969942585586,0,0,0,1,4,0,1,4,0,80,0,1
18.641343299547348,102.8575934987202,1,1,2,0,3,1,1,4,3,10,1,1
18.589332344859955,102.88400475425976,1,1,3,0,4,3,2,4,0,10,1,1
18.52411353285226,103.05675032907024,1,3,4,2,0,2,4,4,3,10,2,1
18.707369208845726,103.12089003862302,2,2,4,2,2,2,3,4,1,30,2,1
18.637570900056136,102.87807414985868,1,1,0,2,1,0,1,4,2,10,1,1
18.706562111555044,103.02117562086586,1,2,1,2,3,4,0,4,1,10,2,1
18.699556863800087,103.07723098020874,1,4,3,2,1,4,0,4,4,10,2,1
18.66020975610448,102.90799025882625,2,3,1,2,0,2,4,4,0,10,1,1
18.67098740335065,102.8775345986312,3,3,3,0,2,4,0,4,2,10,1,1
18.508212378495667,102.68996697191906,0,1,0,2,3,1,2,4,1,10,0,1
18.67503180800613,102.99368972197244,2,1,3,0,3,4,0,7,4,10,1,1
18.542707984245126,102.63283696922232,0,0,0,1,4,0,0,4,0,80,0,1
18.46374622279071,102.61908956067454,0,0,0,1,4,0,3,4,0,80,0,1
18.67853666143414,102.9524564145312,4,1,3,0,2,1,4,4,0,10,1,1
18.513335885606075,102.62178731681188,0,0,0,1,4,0,0,4,0,10,0,1
18.575317390248976,103.02360137183894,0,0,1,2,3,0,0,4,1,10,2,1
18.561841986865463,102.84573674901908,0,2,2,2,1,3,2,4,4,10,1,1
18.508751929723136,102.7797108397207,1,0,1,0,3,0,1,4,1,40,1,1
18.51845493361544,102.76866118731029,0,2,4,2,1,3,3,4,1,10,1,1
18.51764783632476,102.57947490691572,0,0,0,1,4,1,1,4,0,80,0,1
18.55806958737425,102.92577761292844,1,1,0,2,3,1,4,4,3,10,1,1
18.570198342239625,102.97482326541528,0,1,1,2,4,4,0,4,1,10,1,1
18.63029364713691,102.823369898135,1,1,0,2,2,0,0,4,1,10,1,1
18.43248792440605,102.72634877741412,2,1,3,0,4,3,2,4,4,10,0,1
18.537321390172565,102.7128733740306,0,0,0,1,4,0,1,4,0,80,0,1
18.693898264563263,103.04489357936912,1,2,0,0,2,2,1,4,4,10,2,1
18.65401160564019,102.97428371418783,2,1,1,2,3,3,2,4,0,30,1,1
18.472909675455536,102.72473458283278,3,1,3,0,1,0,3,4,1,30,0,1
18.50848438365993,102.66598146735257,0,0,0,1,4,0,2,4,0,80,0,1
18.54729194012807,102.67730312492728,0,0,0,1,4,0,0,4,0,80,0,1
18.609812995998432,102.90259920565262,1,2,3,0,2,3,3,4,2,10,1,1
18.72327036320231,103.0454331305966,2,2,4,0,0,1,3,4,1,10,2,1
18.73189426463968,103.09447878308346,4,3,2,0,2,3,4,7,0,10,2,1
18.493929877821483,102.65951577082508,0,0,0,2,3,0,3,4,0,30,0,1
18.546752388900604,102.6352627201954,0,0,0,1,4,0,0,4,0,80,0,1
18.592837198287963,102.87834615502295,0,1,0,2,2,0,3,4,1,10,1,1
18.60765925018962,102.8694502484213,0,0,0,0,2,0,4,4,1,10,1,1
18.637031348828664,103.0990627389664,1,3,0,0,0,2,4,4,4,10,2,1
18.43060172466045,102.7072147747938,2,3,1,0,1,3,2,4,3,10,0,1
18.501479135904965,102.76327013413668,2,1,0,1,2,1,2,4,2,10,1,1
18.445691322625308,102.68161507564596,1,1,4,2,2,2,4,4,3,10,0,1
18.646194801493497,102.82687029246196,0,1,3,2,4,4,3,4,1,10,1,1
18.5235739816248,102.81339488907844,1,4,4,0,0,3,3,4,1,10,1,1
18.730815162184737,103.04920553008785,3,2,2,0,3,4,1,4,2,10,2,1
18.510910134633004,102.66356017548055,0,0,0,1,4,0,2,4,0,80,0,1
18.42547821755004,102.6894274206916,2,2,3,0,2,3,4,4,3,10,0,1
18.564807289066003,102.80423589551468,0,0,3,2,3,0,0,4,1,10,1,1
18.72569611417539,103.02306182061146,3,3,3,0,0,2,2,4,1,10,2,1
18.58582749143195,102.8263307412345,0,1,3,0,2,0,2,4,2,10,1,1
18.54863858864621,102.72716033380588,0,0,0,1,4,0,3,4,0,80,0,1
18.58744614511435,103.00527892561034,1,2,0,2,0,1,2,4,4,10,2,1
18.59148609066877,102.93494106559326,2,1,3,0,3,1,3,4,3,10,1,1
18.53139078577148,103.05163128106088,0,1,0,2,3,3,1,4,3,10,2,1
18.533548990681343,102.84546474385482,0,3,4,0,2,4,1,4,3,10,1,1
18.587446145114345,102.95784746770482,1,2,0,0,3,4,0,4,2,10,1,1
18.541361335726982,102.7349726788515,0,0,2,2,4,4,0,4,0,80,0,1
18.51926203090611,102.5816331118256,0,0,2,0,4,4,1,4,3,10,0,1
18.56372818661107,102.88049990083177,1,1,0,0,2,0,2,4,3,10,1,1
18.57693604393138,102.87268755578611,1,1,3,0,1,0,4,4,2,10,1,1
18.677457558979206,102.98991732248122,2,2,1,0,4,4,1,7,2,10,1,1
18.60631260167148,102.95568926279496,1,1,1,2,3,1,0,4,4,10,1,1
18.54001468720885,102.95029820962134,0,0,3,0,4,2,2,4,0,10,1,1
18.554029641819824,102.61343096143771,0,0,0,1,4,0,2,4,0,80,0,1
18.559148689829183,102.82902849737184,0,1,1,2,3,1,1,4,2,10,1,1
18.570198342239625,102.7942608864581,0,2,4,2,3,3,2,4,2,10,1,1
18.435181221442328,102.71583867623114,1,1,0,0,4,4,0,4,4,10,0,1
18.64565525026603,102.97509527057954,1,1,2,2,2,2,0,4,1,30,1,1
18.62598169641823,102.9524564145312,1,0,0,0,3,0,3,4,3,10,1,1
18.43032971949618,102.67784267615475,2,1,3,2,1,1,4,4,2,10,0,1
18.604961494052283,102.89559395789766,0,2,4,2,0,1,3,4,3,10,1,1
18.602268197016,103.13544454446148,2,3,2,0,2,3,1,4,3,10,2,1
18.61951599989073,103.07804253660046,0,1,4,2,4,4,0,4,4,10,2,1
18.67503180800613,103.1287068427697,1,1,4,0,1,1,0,4,2,10,2,1
18.46590442770058,102.60696526491024,0,0,0,1,4,0,2,4,0,80,0,1
18.55456919304729,102.8610983521482,0,1,1,2,3,3,2,4,1,10,1,1
18.50848438365993,102.71368493042236,1,3,4,0,3,4,0,4,3,10,0,1
18.4634786767275,102.64226796795036,0,0,0,1,4,0,3,4,0,80,0,1
18.66991275999678,103.1287068427697,1,3,3,0,0,2,3,4,2,10,2,1
18.566153937584144,102.7797108397207,0,0,4,0,4,0,2,4,0,40,1,1
18.544059091864323,102.91203020438068,0,1,1,2,3,3,1,4,1,10,1,1
18.51980158213357,102.88481185155042,1,3,4,2,0,2,0,4,3,10,1,1
18.65670490267648,102.95838701893229,2,2,3,0,3,4,2,4,1,10,1,1
18.60010999210613,102.95919411622296,1,1,1,2,1,1,2,4,3,10,1,1
18.6381104512836,102.9980016726911,1,1,0,0,3,3,2,4,4,10,1,1
18.53381653674456,102.70290282407512,0,0,4,2,4,2,2,4,0,80,0,1
18.543787086700064,103.0023136234098,0,0,2,0,3,0,3,4,0,10,2,1
18.56211399202973,103.05890853398012,0,0,2,0,4,0,0,4,0,30,2,1
18.5286974887352,103.07804253660046,1,2,4,0,1,3,4,4,3,10,2,1
18.67071985728745,102.93035710971034,3,0,3,0,3,1,1,4,2,10,1,1
18.65832355635887,103.1195433901049,2,3,1,0,0,2,3,4,4,10,2,1
18.68634900647978,102.91553505780868,3,2,3,2,0,1,0,4,2,10,1,1
18.48423133303024,102.69509047902946,0,1,4,1,3,3,1,4,1,10,0,1
18.61789734620833,102.82740984368942,1,0,0,2,2,0,4,4,2,10,1,1
18.546480383736338,102.65115941545092,0,0,0,1,4,0,0,4,0,80,0,1
18.598763343588,102.8001914908592,0,0,1,0,4,4,0,6,2,10,1,1
18.667215003859443,102.81312734301524,3,1,1,0,2,0,2,4,1,10,1,1
18.6575164590682,102.88589095400538,1,0,2,2,4,2,0,4,3,10,1,1
18.547559486191275,102.8592121524026,0,0,3,0,4,3,1,4,2,40,1,1
18.551064339619284,102.62852501850362,0,0,0,1,4,0,0,4,0,80,0,1
18.570737893467083,102.8430434519828,0,0,1,2,3,0,3,4,3,10,1,1
18.5467523889006,102.75787908096304,0,0,0,0,4,0,4,4,0,80,1,1
18.51468253412422,102.98721956634388,1,0,1,0,3,0,2,4,2,10,1,1
18.682848612152824,102.83280089686303,4,2,0,2,0,1,2,4,1,10,1,1
18.56372818661107,102.9015201031977,1,1,4,0,1,0,1,4,2,10,1,1
18.64673435272097,103.03815587767738,0,1,0,0,4,4,0,4,1,10,2,1
18.677725105042416,103.0680675275439,0,2,4,0,3,3,0,4,3,10,2,1
18.57855023851273,102.839806144618,0,3,4,2,0,2,0,4,2,10,1,1
18.623020853318742,102.87052935087624,0,0,4,2,4,4,2,4,1,10,1,1
18.617357794980865,102.9149955065812,1,2,0,0,4,4,1,4,3,10,1,1
18.667215003859443,103.0858548816461,0,1,2,2,2,0,3,4,4,10,2,1
18.60765925018962,102.96916466617849,1,2,4,0,1,1,0,4,3,10,1,1
18.520880684588505,102.6848479239097,0,0,0,1,4,0,1,4,0,80,0,1
18.526811288989588,102.80612209526028,1,0,4,0,3,0,3,4,1,10,1,1
18.58502039414127,102.89963390345208,1,0,0,1,4,0,3,4,1,10,1,1
18.633530954501712,103.12654863785984,2,2,3,0,1,1,2,4,1,30,2,1
18.64080374831988,102.83495464267185,0,0,0,1,4,4,0,4,1,10,1,1
18.535163185262693,102.85894014723831,0,3,4,2,2,4,1,4,2,10,1,1
18.454854775290134,102.70155617555696,0,1,3,2,4,4,0,4,2,10,0,1
18.542707984245126,102.8953219527334,0,1,2,2,3,2,2,4,1,10,1,1
18.62625370158249,102.92389141318284,1,3,4,0,0,1,2,4,4,10,1,1
18.64835300640336,102.8220187905158,1,1,1,0,4,4,3,4,0,30,1,1
18.629758555010497,103.01174462213784,0,0,0,2,4,4,3,4,1,10,2,1
18.512796334378606,102.66760012103498,0,0,0,1,4,0,0,4,0,80,0,1
