X,Y,id,Elevation
102.84439010050096,18.57666403876712,56,475
102.6832292702273,18.424938666322564,57,735
102.8298355946625,18.671798959742382,58,1114
102.57920736085252,18.51306388044182,59,208
102.72473458283278,18.42979016826872,60,893
102.9031387568801,18.660209756104475,61,1048
102.67271916904434,18.455122321353343,62,297
102.90987645857184,18.661288858559413,63,935
102.99395726803564,18.604961494052283,64,302
102.65493627404318,18.537321390172565,65,208
102.93952056237517,18.667754555086912,66,1297
102.88804915891524,18.57801514638631,67,572
103.13086058857851,18.53974714114564,68,420
102.94032765966584,18.63191230081932,69,627
102.88373720819656,18.68473481189843,70,1713
102.71557113016794,18.45566187258081,71,951
102.92631716415592,18.596877143842388,72,863
102.90637160514385,18.580168892195125,73,633
102.78105748823884,18.561034889574785,74,281
102.8101620408147,18.67368515948799,75,1410
103.03896297496809,18.525999732597867,76,456
102.70128862949376,18.50605863268685,77,439
102.8610983521482,18.5206131385253,78,852
102.87376219914,18.587713691177555,79,449
102.816360191279,18.637031348828668,80,441
102.68592702636464,18.5629210893204,81,208
102.93035710971034,18.600921548497865,82,952
103.01282372459276,18.67125940851492,83,964
103.11819674158674,18.531930336998947,84,687
103.09609743676586,18.59202564189624,85,463
102.98614492299,18.59633759261492,86,677
102.91526751174548,18.67826465626988,87,1187
102.85490020168392,18.623555945445155,88,309
102.9632340617774,18.579089789740188,89,967
102.8195974986438,18.68176950969789,90,1525
102.66975832594484,18.51306388044182,91,208
102.63310451528552,18.473181680619803,92,208
102.8195974986438,18.578282692449516,93,344
102.7861765362482,18.60172864578854,94,653
103.12843483760544,18.718690866420424,95,1476
102.82929604343502,18.523306435561587,96,654
103.04785888156968,18.558069587374245,97,259
102.65897621959762,18.49986048222257,98,208
102.744943228807,18.48746418129399,99,1301
102.89666860125156,18.57504984418577,100,616
103.11280568841312,18.526539283825336,101,882
103.1090332889219,18.648081001239103,102,425
103.10526088943068,18.581515540713266,103,405
102.99692257023617,18.51010303734233,104,670
102.7091009745394,18.54701993496381,105,208
102.91364885806308,18.63217984688252,106,584
102.79965193963172,18.61169919574404,107,734
103.0656417765708,18.557262490083573,108,280
102.8557072989746,18.53031168331655,109,494
103.09259258333783,18.701171058381437,110,886
102.6597833168883,18.55537629033797,111,213
102.73901708350697,18.48530597638412,112,1367
102.67595647640913,18.485577981548374,113,212
102.88481185155042,18.54621283767314,114,312
102.7861765362482,18.526811288989588,115,392
102.97051131469662,18.680422861179743,116,1760
103.03141817598562,18.57019834223962,117,235
102.5783958044608,18.537049385008302,118,208
103.10148848993948,18.65589780538579,119,345
102.85247445071086,18.650778757376443,120,480
102.71665023262288,18.448656624825848,121,851
102.85975170363008,18.59472339803357,122,320
102.86163790337568,18.542172892118717,123,210
103.00204161824551,18.682309060925352,124,1189
103.01713567531144,18.621134653573133,125,635
102.84034569584549,18.608198801417085,126,311
102.6848479239097,18.56561884545773,127,208
103.03599767276752,18.6087338935435,128,819
102.87861370108614,18.6119712009083,129,363
102.66652101858006,18.520613138525302,130,208
102.79318624310424,18.580168892195125,131,391
102.90718316153556,18.581515540713266,132,602
102.63687691477674,18.46293912550004,133,208
102.6651743700619,18.535163185262693,134,208
102.9230798567911,18.583134194395665,135,643
103.13274678832414,18.58690659388688,136,651
102.88589095400538,18.65535825415833,137,623
102.8826581057416,18.59795624629733,138,449
102.66328817031628,18.427903968523108,139,555
103.10256313329334,18.663175058305026,140,350
102.95542171673176,18.57962934096766,141,864
103.10472133820322,18.54055423843631,142,241
103.02279427454827,18.58636704265941,143,247
102.6061537085185,18.496627633958816,144,208
102.86406365434874,18.67125940851492,145,932
102.97374416296036,18.604421942824818,146,632
102.63499071503114,18.447037971143445,147,208
103.0203685235752,18.68580945525231,148,1401
102.84843004605536,18.603347299470936,149,308
102.81124114326964,18.60469394798908,150,321
102.94760491258506,18.593376749515432,151,789
103.11442434209552,18.705483009100117,152,821
103.11442434209552,18.651585854667115,153,537
102.6999419809756,18.56723304003908,154,205
103.11415233693128,18.561841986865463,155,1012
102.79830529111358,18.55241098813742,156,270
103.0238733770032,18.51441052895996,157,597
102.5872917110624,18.49339032659401,158,208
102.691046074374,18.53381653674456,159,208
102.6856550212004,18.546752388900604,160,208
102.71179873067676,18.447309976307704,161,634
102.96080831080432,18.54863858864621,162,275
102.76920073853772,18.545673286445663,163,204
102.8201325907702,18.635684700310527,164,410
102.7446756827438,18.443805122879688,165,1524
102.9818329722713,18.5206131385253,166,767
102.6352627201954,18.517108285097294,167,208
103.11631054184112,18.558881143765973,168,871
102.59591561249978,18.47587497765608,169,208
103.03195772721308,18.665868355341303,170,748
102.87026180481304,18.596877143842388,171,370
103.08585488164609,18.523306435561587,172,812
103.0279133225576,18.641615304711607,173,373
102.9683575688878,18.599302894815462,174,599
102.6428075191778,18.54001468720885,175,208
102.78887429238554,18.61439695188137,176,715
102.93547615771968,18.673145608260526,177,1309
102.81528554792511,18.552143442074215,178,291
102.69563003025696,18.469676827191787,179,514
102.9621594184235,18.592837198287967,180,577
102.92254030556364,18.61008500116269,181,632
102.65816912230692,18.482880225411044,182,208
102.88211855451416,18.65832355635887,183,732
102.6228664192668,18.455122321353343,184,208
102.89128200717896,18.561034889574785,185,432
102.98317962078946,18.521959787043443,186,778
102.97886767007076,18.682309060925352,187,1388
102.89909435222462,18.66910120360505,188,1135
103.0516312810609,18.55133188568249,189,228
102.63553026625858,18.55160389084675,190,208
103.01174462213784,18.65697690784073,191,648
102.92038655975482,18.522499338270904,192,526
102.76596789027398,18.52977213208908,193,208
102.61316341537452,18.50012802828577,194,249
102.83414754538116,18.628679452555566,195,333
103.0580969775884,18.649160103694044,196,312
102.64765902112396,18.478300728629154,197,208
102.97132287108832,18.58933234485996,198,620
103.09986983625708,18.70844831130066,199,995
102.80261724183228,18.59472339803357,200,297
102.7942608864581,18.643769050520422,201,1024
103.07103282974444,18.59633759261492,202,445
103.13193969103348,18.592837198287963,203,652
102.8522024455466,18.594451392869317,204,356
102.80234969576904,18.54701993496381,205,238
102.92604515899166,18.531930336998947,206,287
102.86190544943888,18.55160389084675,207,272
102.8492416024471,18.541361335726982,208,205
102.710987174285,18.443805122879688,209,593
102.92523806170098,18.61520404917205,210,520
102.89262865569714,18.572891639275905,211,558
102.84816249999216,18.55052478839182,212,273
103.07345858071751,18.57504984418577,213,386
102.71772487597676,18.420091623477475,214,826
102.63795601723166,18.47183057300061,215,208
102.80099858814988,18.514410528959964,216,457
102.87942525747788,18.6381104512836,217,474
103.10337468968508,18.648620552466568,218,367
102.58675215983496,18.504711984168715,219,208
103.08855263778342,18.73405246954954,220,1701
103.07022573245376,18.598763343587997,221,375
103.0661813277983,18.550257242328605,222,235
102.68969942585586,18.54648038373634,223,208
102.8575934987202,18.641343299547348,224,450
102.88400475425976,18.589332344859955,225,452
103.05675032907024,18.52411353285226,226,686
103.12089003862302,18.707369208845726,227,887
102.87807414985868,18.637570900056136,228,482
103.02117562086586,18.706562111555044,229,623
103.07723098020874,18.699556863800087,230,567
102.90799025882625,18.66020975610448,231,964
102.8775345986312,18.670987403350654,232,1130
102.68996697191906,18.508212378495667,233,269
102.99368972197244,18.67503180800613,234,723
102.63283696922232,18.542707984245126,235,208
102.61908956067454,18.46374622279071,236,208
102.9524564145312,18.67853666143414,237,1847
102.62178731681188,18.513335885606075,238,208
103.02360137183894,18.575317390248976,239,265
102.84573674901908,18.561841986865463,240,345
102.7797108397207,18.508751929723136,241,591
102.76866118731029,18.518454933615438,242,334
102.57947490691572,18.51764783632476,243,208
102.92577761292844,18.55806958737425,244,692
102.97482326541528,18.570198342239625,245,321
102.823369898135,18.63029364713691,246,450
102.72634877741412,18.43248792440605,247,806
102.7128733740306,18.537321390172565,248,208
103.04489357936912,18.693898264563263,249,693
102.97428371418783,18.65401160564019,250,823
102.72473458283278,18.472909675455536,251,1255
102.66598146735257,18.50848438365993,252,208
102.67730312492728,18.54729194012807,253,208
102.90259920565262,18.609812995998432,254,479
103.0454331305966,18.72327036320231,255,948
103.09447878308346,18.73189426463968,256,1561
102.65951577082508,18.493929877821483,257,208
102.6352627201954,18.546752388900604,258,208
102.87834615502295,18.592837198287963,259,398
102.8694502484213,18.60765925018962,260,374
103.0990627389664,18.637031348828664,261,601
102.7072147747938,18.43060172466045,262,805
102.76327013413668,18.501479135904965,263,902
102.68161507564596,18.445691322625308,264,692
102.82687029246196,18.646194801493497,265,412
102.81339488907844,18.523573981624796,266,695
103.04920553008785,18.730815162184737,267,1109
102.66356017548055,18.510910134633004,268,208
102.6894274206916,18.425478217550037,269,818
102.80423589551468,18.564807289066003,270,326
103.02306182061146,18.72569611417539,271,1114
102.8263307412345,18.58582749143195,272,417
102.72716033380588,18.54863858864621,273,208
103.00527892561034,18.58744614511435,274,518
102.93494106559326,18.59148609066877,275,871
103.05163128106088,18.53139078577148,276,298
102.84546474385482,18.533548990681343,277,378
102.95784746770482,18.587446145114345,278,655
102.7349726788515,18.541361335726982,279,207
102.5816331118256,18.51926203090611,280,287
102.88049990083177,18.56372818661107,281,554
102.87268755578611,18.57693604393138,282,559
102.98991732248122,18.677457558979206,283,839
102.95568926279496,18.60631260167148,284,667
102.95029820962134,18.54001468720885,285,229
102.61343096143771,18.554029641819824,286,208
102.82902849737184,18.559148689829183,287,301
102.7942608864581,18.570198342239625,288,323
102.71583867623114,18.435181221442328,289,664
102.97509527057954,18.64565525026603,290,563
102.9524564145312,18.62598169641823,291,689
102.67784267615475,18.43032971949618,292,757
102.89559395789766,18.604961494052283,293,388
103.13544454446148,18.602268197016,294,814
103.07804253660046,18.61951599989073,295,310
103.1287068427697,18.67503180800613,296,643
102.60696526491024,18.46590442770058,297,208
102.8610983521482,18.55456919304729,298,280
102.71368493042236,18.50848438365993,299,649
102.64226796795036,18.4634786767275,300,208
103.1287068427697,18.66991275999678,301,705
102.7797108397207,18.566153937584144,302,269
102.91203020438068,18.544059091864323,303,246
102.88481185155042,18.51980158213357,304,667
102.95838701893229,18.656704902676477,305,874
102.95919411622296,18.60010999210613,306,676
102.9980016726911,18.6381104512836,307,442
102.70290282407512,18.53381653674456,308,207
103.0023136234098,18.543787086700064,309,235
103.05890853398012,18.56211399202973,310,237
103.07804253660046,18.5286974887352,311,541
102.93035710971034,18.67071985728745,312,1208
103.1195433901049,18.65832355635887,313,732
102.91553505780868,18.68634900647978,314,1312
102.69509047902946,18.48423133303024,315,423
102.82740984368942,18.61789734620833,316,507
102.65115941545092,18.546480383736338,317,208
102.8001914908592,18.598763343587997,318,347
102.81312734301524,18.667215003859443,319,1118
102.88589095400538,18.6575164590682,320,693
102.8592121524026,18.547559486191275,321,226
102.62852501850362,18.551064339619284,322,208
102.8430434519828,18.570737893467083,323,343
102.75787908096304,18.5467523889006,324,206
102.98721956634388,18.51468253412422,325,697
102.83280089686303,18.682848612152824,326,1558
102.9015201031977,18.56372818661107,327,606
103.03815587767738,18.64673435272097,328,416
103.0680675275439,18.677725105042416,329,360
102.839806144618,18.57855023851273,330,325
102.87052935087624,18.623020853318742,331,302
102.9149955065812,18.617357794980865,332,485
103.0858548816461,18.667215003859443,333,371
102.96916466617849,18.60765925018962,334,648
102.6848479239097,18.520880684588505,335,208
102.80612209526028,18.526811288989588,336,497
102.89963390345208,18.58502039414127,337,618
103.12654863785984,18.633530954501712,338,853
102.83495464267185,18.64080374831988,339,422
102.85894014723831,18.535163185262693,340,290
102.70155617555696,18.454854775290134,341,309
102.8953219527334,18.542707984245126,342,239
102.92389141318284,18.62625370158249,343,642
102.8220187905158,18.64835300640336,344,480
103.01174462213784,18.629758555010497,345,398
102.66760012103498,18.512796334378606,346,208
102.97805611367905,18.67071985728745,347,1195
102.62448061384816,18.50497953023192,348,208
102.7427894829982,18.43760697241541,349,1271
103.01174462213784,18.659402658813804,350,675
102.69859087335644,18.489078375875334,351,474
103.0006949697274,18.6003819972704,352,290
102.78914183844876,18.539747141145643,353,218
102.90502495662572,18.651585854667115,354,600
102.59591561249978,18.495008980276417,355,208
103.1154989854494,18.649967200984715,356,488
103.0454331305966,18.663175058305026,357,470
102.60642571368275,18.544594183990736,358,208
103.05944362610654,18.54594529160993,359,227
102.710987174285,18.482880225411044,360,1241
102.78321569314872,18.55995578711985,361,280
103.01497747040158,18.69767066405448,362,1161
102.98991732248122,18.545673286445663,363,238
103.04246782839608,18.714646461764943,364,797
102.9443720643213,18.56965879101216,365,728
102.95542171673176,18.592837198287963,366,649
102.67353072543604,18.552143442074215,367,208
102.97913521613395,18.602268197016,368,599
102.762463036846,18.530583688480807,369,206
103.04166073110538,18.51764783632476,370,737
102.99530391655377,18.53650983378084,371,226
102.92604515899166,18.631372749591847,372,623
102.81447399153338,18.53812848746324,373,255
102.79938439356852,18.60819880141709,374,647
102.87484130159494,18.51710828509729,375,779
102.95811501376804,18.634338051792387,376,560
103.08046828757352,18.523845986789052,377,750
103.06456713321695,18.691472513590192,378,388
102.90017345467956,18.57882224367698,379,608
102.9899173224812,18.52384598678905,380,719
103.063488030762,18.68069040724296,381,354
102.99395726803564,18.60765925018962,382,278
102.8969406064158,18.52114823065171,383,553
102.71583867623114,18.5467523889006,384,208
102.67568447124486,18.426824866068173,385,684
103.04004207742298,18.543787086700064,386,227
102.93871346508448,18.596337592614923,387,954
102.8861585000686,18.661288858559416,388,852
103.09232503727463,18.63217984688252,389,571
103.03519057547685,18.727854319085253,390,1056
103.13651918781534,18.55753003614678,391,992
103.07804253660046,18.7197655097743,392,1101
102.97105086592408,18.57639649270391,393,729
102.98506582053508,18.684195260670965,394,1108
102.93224330945594,18.554569193047293,395,618
103.12277623836862,18.649427649757246,396,550
103.03061107869496,18.60146109972533,397,620
102.96970421740596,18.674224710715457,398,1761
103.03276482450376,18.56885169372148,399,238
103.01497747040158,18.54540574038246,400,228
103.08424068706476,18.56211399202973,401,535
102.97105086592408,18.670719857287448,402,1597
102.94545116677624,18.645655250266028,403,700
103.12546953540492,18.55025724232861,404,619
103.1252019893417,18.64996720098472,405,633
102.90771825366198,18.661828409786875,406,1118
103.10957284014935,18.65050675221218,407,552
103.127895286378,18.71680466667481,408,1433
103.00527892561034,18.548906134709416,409,231
103.06860707877138,18.714646461764943,410,1227
102.97724901638836,18.65239295195779,411,749
103.10310268452082,18.649160103694044,412,397
103.14730129416256,18.59526294926104,413,1048
103.11792473642248,18.71707221273802,414,1241
103.11469188815872,18.710066964983056,415,1012
103.0920530321104,18.694705361853934,416,827
103.02979952230322,18.717879310028696,417,697
103.06833953270817,18.702522166000627,418,689
102.96997176346912,18.6739527055512,419,1757
103.09636498282906,18.632719398109984,420,497
103.0403096234862,18.712760262019337,421,652
103.11172658595818,18.706022560327582,422,915
103.10364223574828,18.68608146041657,423,795
103.11819674158674,18.696591561599543,424,819
103.08801308655596,18.721656168620964,425,1186
103.08450823312796,18.702789712063836,426,1043
103.07992873634608,18.7213841634567,427,1196
103.04435402814168,18.715993110283087,428,975
102.92038655975482,18.65724445390394,429,1073
103.05163128106088,18.711681159564403,430,709
102.93817391385704,18.535163185262697,431,224
103.0694186351631,18.71249271595613,432,1078
102.98749157150814,18.683923255506706,433,1063
102.97185796321476,18.57936179490445,434,891
103.03734878038672,18.711141608336938,435,567
103.09339968062854,18.559416235892385,436,567
103.1012164847752,18.61089209845337,437,630
103.08424068706476,18.70682965761825,438,1013
102.93547615771968,18.552143442074215,439,385
103.12035048739556,18.552682993301683,440,622
103.0920530321104,18.631372749591847,441,531
102.91364885806308,18.65293250318526,442,850
102.97616991393345,18.687160562871505,443,1682
103.06968618122627,18.711141608336938,444,1034
102.81070159204216,18.677725105042416,445,1689
103.13625164175214,18.714918466929205,446,1336
102.97536281664276,18.615204049172053,447,560
103.02064052873943,18.665868355341303,448,750
103.10040938748452,18.63487760301985,449,555
103.12816729154224,18.71707221273802,450,1422
102.91445595535372,18.65993775094022,451,839
103.040042077423,18.712220710791875,452,614
102.97347661689714,18.658051551194607,453,983
103.10552843549392,18.65023920614897,454,478
103.00931887116477,18.684195260670965,455,1488
103.06968618122627,18.707641214009985,456,957
102.97132287108832,18.57693604393138,457,765
103.11469188815872,18.710606516210525,458,1048
102.99153151706255,18.684462806734167,459,1058
103.11792473642248,18.65185340073032,460,607
103.02252672848506,18.60146109972533,461,641
102.9330504067466,18.645115699038566,462,630
102.91122310709,18.65050675221218,463,708
103.01470992433838,18.54540574038246,464,230
103.0303390735307,18.60469394798908,465,713
103.08801308655596,18.558881143765973,466,422
103.11819674158674,18.69685910766275,467,828
103.11495943422192,18.56130689473905,468,998
103.1074146352395,18.683383704279237,469,590
103.06887908393564,18.71356735931001,470,1138
103.01282372459276,18.59499094409678,471,485
103.12682064302412,18.692547156944077,472,931
103.10768664040376,18.68580945525231,473,751
103.0616018310164,18.70898786252812,474,903
103.1370587390428,18.5548367391105,475,838
103.12466243811424,18.64808100123911,476,540
103.03950252619552,18.5925651931237,477,347
102.96943221224168,18.674492256778667,478,1770
103.14271733827964,18.550792334455025,479,531
102.98371917201692,18.68608146041657,480,1310
103.11577099061364,18.712220710791872,481,1110
103.13759829027028,18.586906593886884,482,815
102.94868401504,18.66694745779624,483,1086
102.8136668942427,18.67853666143414,484,1711
103.0672604302532,18.699824409863293,485,576
102.81016204081467,18.676110910461063,486,1552
103.03330437573123,18.600921548497865,487,568
103.06968618122627,18.704136360581973,488,817
103.08828063261916,18.700903512318227,489,968
103.08882018384664,18.70710166278252,490,824
102.98883822002628,18.575589395413235,491,412
103.14218224615324,18.586639047823677,492,849
102.97913521613398,18.634338051792387,493,448
102.96161986719603,18.676378456524272,494,1689
103.02979952230324,18.718690866420424,495,764
102.97132287108832,18.66991275999678,496,1566
102.97051131469662,18.672066505805592,497,1666
103.0850477843554,18.697131112827016,498,845
102.6492732157053,18.432215919241795,499,250
103.0920530321104,18.63164475475611,500,546
103.100948938712,18.68688855770725,501,670
103.08612688681036,18.72677521663032,502,1308
103.1394844900159,18.58744614511435,503,874
103.06132982585214,18.70818076523745,504,832
103.08882018384664,18.56103488957479,505,566
102.93224330945594,18.55537629033797,506,643
103.09151348088292,18.68688855770725,507,643
103.04435402814168,18.71518601299241,508,926
103.02683867920372,18.67826465626988,509,1407
103.0597156312708,18.70548300910012,510,743
103.06779998148068,18.704136360581973,511,781
103.1154989854494,18.711953164728666,512,1096
103.10633553278456,18.730815162184737,513,1362
103.10768664040376,18.649699654921505,514,514
103.11118703473072,18.59418384680611,515,662
103.1071470891763,18.554569193047296,516,579
102.9783281188433,18.65589780538579,517,902
102.93601570894717,18.554569193047293,518,448
103.14271733827964,18.551603890846756,519,586
103.00554647167353,18.578282692449516,520,406
102.81663219644324,18.676378456524272,521,1370
103.1195433901049,18.693898264563263,522,733
103.11118703473072,18.732433815867147,523,1350
103.1074146352395,18.684195260670965,524,628
103.0977116313472,18.718690866420424,525,1091
103.06456713321695,18.724617011720447,526,1048
102.91661416026362,18.65185340073032,527,814
102.9540750682136,18.6755713592336,528,1740
102.9702437686334,18.673685159487995,529,1750
102.9802143185889,18.574777839021507,530,454
103.11657808790432,18.714378915701744,531,1158
103.08693398410102,18.56265354325719,532,612
102.91661416026362,18.65212540589458,533,814
103.0796567311818,18.689586313844572,534,532
102.97159041715156,18.627060798873163,535,496
103.0651066844444,18.700903512318227,536,594
103.06968618122627,18.706562111555048,537,882
103.06025518249828,18.701982614773165,538,509
103.0877410813917,18.69120050842593,539,668
102.98344716685268,18.68608146041657,540,1310
103.06779998148068,18.701171058381437,541,641
103.07804253660046,18.626793252809957,542,479
102.91391640412628,18.661016853395157,543,902
103.11118703473072,18.593376749515432,544,630
103.06025518249828,18.59607004655172,545,353
103.05863652881584,18.668833657541843,546,425
103.00716512535594,18.625174599127558,547,581
102.97724901638836,18.65077875737644,548,715
102.93143621216524,18.65535825415833,549,1126
102.97105086592408,18.67125940851492,550,1622
102.96970421740596,18.674492256778667,551,1781
102.97159041715156,18.68473481189843,552,1848
103.06860707877138,18.713839364474275,553,1171
103.10795418646698,18.651313849502856,554,580
103.09529033947518,18.68769565499792,555,628
103.06294847953455,18.731087167349006,556,1297
103.06914662999884,18.706562111555044,557,908
103.0597156312708,18.70359680935451,558,589
103.13167214497028,18.585559945368736,559,646
103.11846428764994,18.68580945525231,560,584
103.0651066844444,18.707908760073188,561,723
103.08424068706476,18.70548300910011,562,1016
103.10013738232028,18.560767343511586,563,751
103.12089003862302,18.69093296236272,564,627
103.10229558723016,18.6346055978556,565,500
103.10364223574828,18.685541909189105,566,754
103.10013738232028,18.693626259399004,567,920
102.94922356626743,18.5906789933781,568,648
103.03141817598562,18.668833657541843,569,904
102.85516774774712,18.681769509697894,570,1677
103.06914662999884,18.712760262019337,571,1101
103.083429130673,18.7017106096089,572,988
103.1351725392972,18.554029641819824,573,770
103.11118703473072,18.61816935137259,574,828
103.10472133820322,18.59472339803357,575,608
102.93197576339271,18.5564553927929,576,666
103.1351725392972,18.60307529430668,577,841
103.06968618122627,18.707908760073188,578,966
102.98371917201692,18.686349006479777,579,1339
103.00392781799113,18.682848612152824,580,1271
102.98910576608948,18.589871896087423,581,670
102.90933690734438,18.655090708095123,582,598
103.12843483760544,18.55133188568249,583,712
103.08828063261916,18.69443335668968,584,736
103.10687508401205,18.682037055761096,585,511
103.09636498282906,18.70629456549184,586,827
103.13113259374278,18.65104630343965,587,799
103.10229558723016,18.703868814518767,588,813
103.1216971359137,18.651585854667115,589,603
103.10013738232028,18.63379850056492,590,504
103.07237947826258,18.7114136135012,591,938
102.98075386981638,18.68473481189843,592,1295
103.02899242501256,18.717879310028696,593,706
103.08612688681036,18.727042762693525,594,1329
102.9330504067466,18.645387704202825,595,629
103.07291902949004,18.719497963711092,596,1185
103.0481264276329,18.592837198287963,597,365
102.9963830190087,18.581787545877525,598,428
103.11064748350326,18.684734811898437,599,631
103.10472133820322,18.714646461764943,600,1055
103.12493444327848,18.649427649757243,601,596
103.03977453135978,18.715993110283087,602,820
103.13167214497028,18.58502039414127,603,604
103.10310268452082,18.682037055761096,604,485
103.0580969775884,18.72650321146606,605,1018
103.09555788553838,18.6087338935435,606,616
103.07507723439991,18.70925540859133,607,809
102.99153151706255,18.58636704265941,608,598
102.99261061951748,18.666407906568764,609,635
103.13651918781534,18.552143442074215,610,688
103.097444085284,18.56238153809293,611,788
103.11981093616808,18.55375763665556,612,711
102.98937777125374,18.59013944215063,613,664
102.98075386981638,18.6852743631259,614,1331
103.0866664380378,18.723002817139104,615,1180
103.08100337969996,18.690660957198464,616,637
102.97428371418783,18.65805155119461,617,977
102.9149955065812,18.660209756104475,618,824
103.09313213456532,18.59472339803357,619,442
102.99126397099936,18.58636704265941,620,603
103.06887908393564,18.7132998132468,621,1127
103.0680675275439,18.73135471341221,622,1190
102.93224330945594,18.5548367391105,623,639
103.04812642763288,18.593376749515432,624,401
103.10795418646698,18.65050675221218,625,547
103.10202358206588,18.70629456549184,626,894
102.98721956634388,18.576936043931376,627,523
103.07804253660046,18.71923041764789,628,1073
103.01039797361967,18.595798041387454,629,475
103.10013738232028,18.70305725812704,630,749
102.9810214158796,18.685541909189105,631,1346
103.11199859112244,18.69281916210833,632,634
103.0580969775884,18.727582313921,633,1068
103.04839843279714,18.59472339803357,634,459
102.91014400463506,18.6478134551759,635,611
103.06914662999884,18.71249271595613,636,1088
103.10148848993948,18.689046762617117,637,796
103.07345858071751,18.69605201037208,638,494
103.13005349128784,18.555104285173705,639,914
103.11657808790434,18.599842446042928,640,803
103.06132982585214,18.70844831130066,641,866
103.12466243811424,18.66209595585009,642,667
103.08424068706476,18.70629456549184,643,1014
102.97967476736144,18.687160562871505,644,1560
103.08693398410102,18.561034889574785,645,530
103.13005349128784,18.55618338762864,646,945
102.92361940801858,18.654551156867655,647,949
103.11846428764994,18.69605201037208,648,793
103.1074146352395,18.683923255506706,649,619
103.12682064302412,18.69308670817154,650,951
103.1152314393862,18.7114136135012,651,1083
103.11118703473072,18.593104744351173,652,616
103.13975649518014,18.6364917976012,653,946
103.10795418646698,18.650778757376443,654,561
103.08208248215487,18.718690866420424,655,1072
102.90583205391638,18.65401160564019,656,684
103.0616018310164,18.70872031646492,657,881
102.91364885806308,18.65805155119461,658,800
102.9292780072554,18.554569193047293,659,483
103.00123452095488,18.677725105042416,660,945
103.10876128375764,18.623555945445155,661,854
103.12277623836864,18.71680466667481,662,1201
103.08208248215487,18.697938210117684,663,784
103.077502985373,18.634605597855597,664,391
102.97347661689716,18.61493204400779,665,534
103.08046828757352,18.689046762617117,666,491
103.1012164847752,18.683923255506706,667,589
103.12682064302412,18.684195260670965,668,805
103.0632204846988,18.59364429557864,669,421
103.10040938748452,18.634070505729184,670,501
103.1125381423499,18.695784464308872,671,793
103.1394844900159,18.58609949659621,672,800
103.12654863785984,18.69308670817153,673,957
103.06968618122627,18.70844831130066,674,960
103.00392781799113,18.57855023851273,675,434
103.131400139806,18.5842132968506,676,533
102.98156096710704,18.6852743631259,677,1295
102.96997176346912,18.674759802841876,678,1802
102.97590236787022,18.688507211389645,679,1796
102.98102141587958,18.68500235796164,680,1295
103.0680675275439,18.711141608336938,681,991
103.127895286378,18.550257242328605,682,619
102.9783281188433,18.65670490267647,683,954
103.14191024098896,18.54998523716435,684,503
103.03411147302192,18.7149184669292,685,594
102.91338131199986,18.651313849502856,686,819
103.059983177334,18.70629456549184,687,781
103.10795418646698,18.650239206148974,688,538
102.94652581013014,18.672873603096264,689,1450
103.06106227978891,18.702789712063836,690,526
102.94922356626743,18.623020853318742,691,670
103.04839843279716,18.59445139286932,692,445
102.98964531731696,18.59148609066877,693,767
102.97159041715156,18.577203589994586,694,793
